Zone,Easting,Northing,Longitud,Latitud,Fecha,Año,Día de la Semana,Hora,Turno,Distrito,Calle 2,Incidencia,Calle,Nº
15S,444621,4487216,-3.65389044,40.53383681,02/03/2020,2020,Lunes,11:20,Mañana,Empresarial,VALPORTILLO I,CHOQUE CON VEHICULO ESTACIONADO,INDUSTRIA,
15S,445526,4488667,-3.64333028,40.54696796,04/03/2020,2020,Miércoles,20:00,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,ROSALIA DE CASTRO,
15S,444829,4485171,-3.65125628,40.5154285,08/03/2020,2020,Domingo,22:00,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"MORALEJA, PZA",
15S,445553,4488625,-3.64300782,40.54659138,08/03/2020,2020,Domingo,14:14,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CELSO EMILIO FERREIRO,
15S,445247,4489083,-3.64666108,40.55069705,10/03/2020,2020,Martes,0:30,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MANUEL DE FALLA,32
15S,443961,4488754,-3.66181927,40.5476473,17/04/2020,2020,Viernes,18:50,Tarde,Norte,BASE NORTE,CHOQUE CON VEHICULO ESTACIONADO,"VALDELAPARRA, AVDA.",
15S,444708,4488233,-3.65295219,40.54300413,19/04/2020,2020,Domingo,20:15,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,RAMON Y CAJAL,7
15S,446000,4488177,-3.63769087,40.54258488,25/04/2020,2020,Sábado,19:20,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,PABLO PICASSO,54
15S,446190,4488138,-3.63544396,40.54224591,30/04/2020,2020,Jueves,16:40,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,OVIEDO,4
15S,444750,4489416,-3.65255967,40.55366383,04/05/2020,2020,Lunes,19:30,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,FCO LARGO CABALLERO,26
15S,445437,4485908,-3.64414323,40.52210793,07/05/2020,2020,Jueves,15:30,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,135
15S,443928,4489129,-3.66224225,40.55102319,14/05/2020,2020,Jueves,22:10,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,ILUSION (DE LA),4
15S,444600,4488059,-3.65421225,40.54142946,14/05/2020,2020,Jueves,9:00,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DR SEVERO OCHOA,37
15S,445950,4488462,-3.63830567,40.54514901,19/05/2020,2020,Martes,19:15,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MIRAFLORES,14
15S,444946,4484828,-3.64984543,40.51234639,22/05/2020,2020,Viernes,16:12,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"PARQUES, PASEO",6
15S,446808,4488182,-3.6281501,40.54268219,23/05/2020,2020,Sábado,21:30,Tarde,Centro,IBIZA,CHOQUE CON VEHICULO ESTACIONADO,"ESPAÑA, AVDA",
15S,445825,4486155,-3.63958412,40.52435845,24/05/2020,2020,Domingo,19:45,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,277
15S,445491,4485918,-3.64350663,40.52220157,29/05/2020,2020,Viernes,17:30,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,BEGONIA,113
15S,444493,4489154,-3.6555719,40.55128645,01/06/2020,2020,Lunes,23:05,Noche,Norte,PALESTINA,CHOQUE CON VEHICULO ESTACIONADO,JAQUES CUSTEAU,
15S,446553,4488207,-3.63116336,40.54289099,03/06/2020,2020,Miércoles,14:30,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SANTIAGO APOSTOL,8
15S,445694,4488616,-3.64134196,40.54651956,11/06/2020,2020,Jueves,18:39,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SAUCE,4
15S,446142,4488151,-3.63601187,40.5423599,12/06/2020,2020,Viernes,19:23,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,33
15S,445992,4486913,-3.63767737,40.53119773,12/06/2020,2020,Viernes,17:00,Tarde,Urbanizaciones,"DIVERSIA, CC",CHOQUE CON VEHICULO ESTACIONADO,"BRUSELAS, AVDA",21
15S,445801,4485322,-3.6397961,40.51685287,14/06/2020,2020,Domingo,6:00,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,CONDE DE LOS GAITANES,23
15S,446196,4488395,-3.63539499,40.54456146,15/06/2020,2020,Lunes,0:41,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,FUEGO,41
15S,446102,4488186,-3.63648719,40.54267259,17/06/2020,2020,Miércoles,16:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,ISABEL ROSILLO,1
15S,446079,4488177,-3.63675801,40.54259002,17/06/2020,2020,Miércoles,19:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,41
15S,445528,4485603,-3.64304274,40.51936635,19/06/2020,2020,Viernes,8:30,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,KERRIA,22
15S,445503,4486512,-3.64341614,40.52755335,19/06/2020,2020,Viernes,1:45,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,CALENDULA,178
15S,445971,4488140,-3.63803015,40.54224968,21/06/2020,2020,Domingo,21:20,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,30
15S,445039,4485855,-3.64883693,40.5216042,22/06/2020,2020,Lunes,12:00,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,AZALEA,92
15S,445472,4484416,-3.64360153,40.50866966,24/06/2020,2020,Miércoles,14:20,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,VEREDA DE PALACIO,1
15S,446729,4487736,-3.62904538,40.53865936,28/06/2020,2020,Domingo,18:10,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,OLIMPICA,2
15S,445844,4488361,-3.63954875,40.54423224,04/07/2020,2020,Sábado,22:30,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,JARAMA,3
15S,444998,4489007,-3.6495951,40.54999591,04/07/2020,2020,Sábado,1:10,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DOLORES IBARRURI,5
15S,445682,4488568,-3.64147955,40.54608637,08/07/2020,2020,Miércoles,21:40,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,SAUCE,2
15S,446185,4488543,-3.63553748,40.54589399,08/07/2020,2020,Miércoles,8:30,Mañana,Centro,SEGOVIA,CHOQUE CON VEHICULO ESTACIONADO,FUEGO,
15S,445503,4488331,-3.64357292,40.54393963,08/07/2020,2020,Miércoles,20:15,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,DOS DE MAYO,26
15S,445729,4488361,-3.64090675,40.54422471,11/07/2020,2020,Sábado,2:10,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MANUEL GOMEZ ORIA,5
15S,445611,4488578,-3.64231885,40.5461718,15/07/2020,2020,Miércoles,20:28,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,"ESPAÑA, AVDA",26
15S,445790,4486832,-3.64005532,40.53045486,16/07/2020,2020,Jueves,20:30,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"BRUSELAS, AVDA",21
15S,444756,4488109,-3.65237455,40.5418903,18/07/2020,2020,Sábado,10:40,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DR SEVERO OCHOA,36
15S,444757,4484744,-3.65206888,40.51157711,19/07/2020,2020,Domingo,6:00,Mañana,Urbanizaciones,CAMINO DEL CURA,CHOQUE CON VEHICULO ESTACIONADO,CAMINO DEL ENCINAR,
15S,445931,4488556,-3.63853808,40.54599456,23/07/2020,2020,Jueves,19:35,Tarde,Centro,DUERO,CHOQUE CON VEHICULO ESTACIONADO,MIRAFLORES,
15S,443897,4489074,-3.66260348,40.55052563,25/07/2020,2020,Sábado,4:30,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,ILUSION (DE LA),2
15S,446350,4487976,-3.63354087,40.54079692,26/07/2020,2020,Domingo,6:15,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CAPITAN FCO SANCHEZ,6
15S,444687,4488840,-3.65325329,40.54847081,11/08/2020,2020,Martes,18:05,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,"VALDELASFUENTES, PS",3
15S,445730,4488372,-3.64089588,40.54432387,20/08/2020,2020,Jueves,17:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MANUEL GOMEZ ORIA,2
15S,445369,4488520,-3.64517161,40.54563339,23/08/2020,2020,Domingo,5:30,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,75
15S,446001,4488064,-3.63766941,40.54156699,23/08/2020,2020,Domingo,1:30,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,21
15S,446167,4488715,-3.6357647,40.54744226,26/08/2020,2020,Miércoles,18:15,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,"ESPAÑA, AVDA",52
15S,445307,4486279,-3.64570992,40.52544149,27/08/2020,2020,Jueves,6:10,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,AZALEA,239
15S,446305,4488264,-3.6340967,40.54338843,27/08/2020,2020,Jueves,20:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,VALLADOLID,14
15S,445472,4488771,-3.64397695,40.54790128,29/08/2020,2020,Sábado,12:20,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MIGUEL HERNANDEZ,1
15S,445913,4488177,-3.6387182,40.5425792,06/09/2020,2020,Domingo,17:31,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,35
15S,445872,4488680,-3.63924543,40.54710774,08/09/2020,2020,Martes,13:15,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,"ENCINA, PZA",
15S,444766,4488440,-3.65228539,40.54487273,10/09/2020,2020,Jueves,20:00,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,121
15S,445475,4488622,-3.64392867,40.54655922,14/09/2020,2020,Lunes,14:00,Mañana,Centro,CONSTITUCION,CHOQUE CON VEHICULO ESTACIONADO,ROSALIA DE CASTRO,
15S,446005,4488238,-3.63763704,40.54313471,20/09/2020,2020,Domingo,2:20,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,44
15S,444760,4487720,-3.65229332,40.53838631,24/09/2020,2020,Jueves,14:05,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,VALGRANDE,20
15S,444807,4484916,-3.65149373,40.51312989,24/09/2020,2020,Jueves,11:30,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"PARQUES, PASEO",5
15S,446289,4488554,-3.63431028,40.54599983,25/09/2020,2020,Viernes,12:25,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,"ESPAÑA, AVDA",52
15S,446274,4487747,-3.63441883,40.53872908,29/09/2020,2020,Martes,18:35,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,ALAVA,7
15S,447361,4486525,-3.62148209,40.52779053,02/10/2020,2020,Viernes,13:00,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"ALCOBENDAS, PS",10
15S,443925,4489124,-3.66227724,40.55097795,07/10/2020,2020,Miércoles,9:05,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,ILUSION (DE LA),6
15S,446096,4488138,-3.63655394,40.5422398,10/10/2020,2020,Sábado,18:00,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,ORENSE,2
15S,445753,4488393,-3.64062609,40.54451455,14/10/2020,2020,Miércoles,17:40,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,82
15S,444933,4484843,-3.65000017,40.51248065,16/10/2020,2020,Viernes,5:50,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"PARQUES, PASEO",4
15S,446796,4487688,-3.62825022,40.53823126,18/10/2020,2020,Domingo,23:55,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,OLIMPICA,4
15S,445527,4489089,-3.64335485,40.55076956,24/10/2020,2020,Sábado,23:40,Noche,Norte,,CHOQUE CON VEHICULO ESTACIONADO,JAEN,17
15S,445690,4489111,-3.64143174,40.55097844,27/10/2020,2020,Martes,22:00,Tarde,Norte,TARRAGONA,CHOQUE CON VEHICULO ESTACIONADO,JAEN,
15S,444781,4489036,-3.65216034,40.55024272,28/10/2020,2020,Miércoles,10:32,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DOLORES IBARRURI,8
15S,444199,4488471,-3.65898369,40.545114,06/11/2020,2020,Viernes,9:30,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,CHOPERA,311
15S,444078,4488798,-3.66044149,40.54805157,12/11/2020,2020,Jueves,13:45,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,166
15S,446068,4487972,-3.63687041,40.54074258,15/11/2020,2020,Domingo,0:15,Noche,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,1
15S,445508,4488636,-3.64354017,40.54668751,16/11/2020,2020,Lunes,13:20,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,ROSALIA DE CASTRO,3
15S,444747,4488034,-3.65247426,40.54121407,16/11/2020,2020,Lunes,12:30,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DR SEVERO OCHOA,43
15S,444206,4489069,-3.65895382,40.55050146,17/11/2020,2020,Martes,17:29,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,FELICIDAD (DE LA),8
15S,445389,4487330,-3.64483263,40.53491472,18/11/2020,2020,Miércoles,16:15,Tarde,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,INDUSTRIA,14
15S,446039,4488211,-3.63723325,40.5428937,19/11/2020,2020,Jueves,18:10,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,PABLO PICASSO,59
15S,445625,4488483,-3.64214535,40.54531692,20/11/2020,2020,Viernes,18:30,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,CONSTITUCION,99
15S,445899,4488348,-3.63889816,40.54411872,21/11/2020,2020,Sábado,16:10,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MIÑO,4
15S,445521,4485602,-3.64312528,40.51935688,22/11/2020,2020,Domingo,22:10,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,KERRIA,22
15S,446195,4487902,-3.63536483,40.54012025,26/11/2020,2020,Jueves,18:10,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,LIBERTAD,33
15S,445965,4488145,-3.63810143,40.54229433,28/11/2020,2020,Sábado,12:50,Mañana,Centro,,CHOQUE CON VEHICULO ESTACIONADO,MARQUES DE LA VALDAVIA,38
15S,444623,4488910,-3.65401523,40.54909712,06/12/2020,2020,Domingo,10:00,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,VALDELASFUENTES,3
15S,444915,4487520,-3.65044571,40.53659495,07/12/2020,2020,Lunes,9:25,Mañana,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,REYES CATOLICOS,3
15S,445588,4488825,-3.64261172,40.54839535,10/12/2020,2020,Jueves,9:10,Mañana,Norte,,CHOQUE CON VEHICULO ESTACIONADO,RUPERTO CHAPI,20
15S,444849,4488229,-3.65128685,40.5429775,15/12/2020,2020,Martes,18:27,Tarde,Norte,,CHOQUE CON VEHICULO ESTACIONADO,DR SEVERO OCHOA,1
15S,447364,4486524,-3.62144659,40.52778171,17/12/2020,2020,Jueves,13:05,Mañana,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,"ALCOBENDAS, PS",10
15S,445374,4485640,-3.6448638,40.51968953,18/12/2020,2020,Viernes,18:30,Tarde,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,KERRIA,1
15S,446241,4486210,-3.63467783,40.524881,19/12/2020,2020,Sábado,12:15,Mañana,Urbanizaciones,DALIA,CHOQUE CON VEHICULO ESTACIONADO,AZALEA,
15S,444190,4485917,-3.65886456,40.52210601,19/12/2020,2020,Sábado,9:00,Mañana,Empresarial,,CHOQUE CON VEHICULO ESTACIONADO,"FUENCARRAL, CTRA",55
15S,444838,4485449,-3.65117428,40.51793344,20/12/2020,2020,Domingo,0:15,Noche,Urbanizaciones,,CHOQUE CON VEHICULO ESTACIONADO,YUCA,1
15S,446538,4488373,-3.63135453,40.54438541,23/12/2020,2020,Miércoles,12:30,Mañana,Centro,UNION,CHOQUE CON VEHICULO ESTACIONADO,NTRA SRA DEL PILAR,
15S,445807,4488284,-3.63997907,40.54353617,28/12/2020,2020,Lunes,17:30,Tarde,Centro,,CHOQUE CON VEHICULO ESTACIONADO,PRIMERO DE MAYO,7
15S,446697,4488286,-3.62946961,40.54361193,02/01/2020,2020,Jueves,16:45,Tarde,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,"MARQUESA VDA ALDAMA, CALLE",72
15S,446113,4488146,-3.63635388,40.54231297,11/01/2020,2020,Sábado,8:50,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,ORENSE,2
15S,447404,4485575,-3.62089546,40.51923522,31/01/2020,2020,Viernes,7:20,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,CAMINO ANCHO,71
15S,443970,4488374,-3.6616793,40.54422473,03/02/2020,2020,Lunes,16:30,Tarde,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",90
15S,446265,4487943,-3.63454176,40.54049414,04/02/2020,2020,Martes,1:30,Noche,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,LIBERTAD,6
15S,445103,4488745,-3.64833233,40.54764269,05/02/2020,2020,Miércoles,16:16,Tarde,Norte,OLIVAR,CHOQUE MOBILIARIO URBANO SEÑAL,CALDERON DE LA BARCA,
15S,445685,4488832,-3.64146681,40.54846478,05/02/2020,2020,Miércoles,16:45,Tarde,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,RUPERTO CHAPI,28
15S,446315,4487993,-3.6339556,40.5409478,06/02/2020,2020,Jueves,14:34,Tarde,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,LIBERTAD,2
15S,444945,4488920,-3.65021344,40.54920866,08/02/2020,2020,Sábado,7:30,Mañana,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,MIGUEL DE CERVANTES,2
15S,445251,4485587,-3.64631115,40.51920397,15/02/2020,2020,Sábado,7:35,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,DALIA,12
15S,444062,4488038,-3.66056317,40.54120414,16/02/2020,2020,Domingo,12:40,Mañana,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",66
15S,444696,4486302,-3.65292501,40.52560815,18/02/2020,2020,Martes,7:55,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,FCO CHICO MENDES,
15S,445823,4488037,-3.63976896,40.54131215,25/02/2020,2020,Martes,16:00,Tarde,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,ISLA DE CORCEGA,37
15S,447115,4486091,-3.62435004,40.5238652,05/03/2020,2020,Jueves,12:40,Mañana,Urbanizaciones,CONDE DE LOS GAITANES,CHOQUE MOBILIARIO URBANO SEÑAL,CAMINO ANCHO,
15S,445356,4488191,-3.64529668,40.54266877,06/03/2020,2020,Viernes,23:45,Noche,Norte,DR CASIMIRO MORCILLO,CHOQUE MOBILIARIO URBANO SEÑAL,DR ADOLFO ROMERO,
15S,445707,4489370,-3.64125323,40.55331273,07/03/2020,2020,Sábado,13:39,Mañana,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,MANUEL DE FALLA,77
15S,444869,4486848,-3.65093026,40.53053825,05/04/2020,2020,Domingo,22:50,Noche,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,FRANCISCO GERVAS,1
15S,444679,4488875,-3.65335083,40.54878557,15/04/2020,2020,Miércoles,18:26,Tarde,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELASFUENTES, PS",6
15S,446831,4487054,-3.62778364,40.53252216,17/04/2020,2020,Viernes,12:20,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,ANABEL SEGURA,16
15S,446460,4487874,-3.63223334,40.53988518,25/04/2020,2020,Sábado,13:50,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,CRUZ,15
15S,444284,4485057,-3.6576792,40.51436511,29/04/2020,2020,Miércoles,12:25,Mañana,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,EUROPA,1
15S,446261,4488584,-3.63464349,40.54626826,17/05/2020,2020,Domingo,16:30,Tarde,Centro,"ESPAÑA, AVDA",CHOQUE MOBILIARIO URBANO SEÑAL,JARAMA,
15S,443897,4485944,-3.66232575,40.52232946,19/05/2020,2020,Martes,16:10,Tarde,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,ARAGONESES,17
15S,445083,4485609,-3.64829617,40.51939105,31/05/2020,2020,Domingo,20:10,Tarde,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,DALIA,2
15S,445292,4485298,-3.64580219,40.51660324,09/06/2020,2020,Martes,22:30,Noche,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,CUESTA DE LA SIERRA,6
15S,445954,4487737,-3.63819644,40.53861818,11/06/2020,2020,Jueves,2:32,Noche,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,CHOPERA,26
15S,444841,4485096,-3.6511081,40.51475367,12/06/2020,2020,Viernes,1:50,Noche,Urbanizaciones,CAMINO DEL ENCINAR,CHOQUE MOBILIARIO URBANO SEÑAL,ESTAFETA,
15S,446009,4487602,-3.63753549,40.53740563,16/06/2020,2020,Martes,23:45,Noche,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,CHOPERA,2
15S,446254,4484767,-3.63440181,40.51188266,27/06/2020,2020,Sábado,9:25,Mañana,Urbanizaciones,CAMINO SUR,CHOQUE MOBILIARIO URBANO SEÑAL,CAMINO ALTO,
15S,443931,4489094,-3.66220372,40.5507081,07/07/2020,2020,Martes,18:46,Tarde,Norte,ILUSION (DE LA),CHOQUE MOBILIARIO URBANO SEÑAL,FELICIDAD (DE LA),
15S,446733,4488106,-3.62902933,40.54199273,09/07/2020,2020,Jueves,19:15,Tarde,Centro,HUESCA TR,CHOQUE MOBILIARIO URBANO SEÑAL,BARCELONA,
15S,445332,4488710,-3.64562498,40.54734254,14/07/2020,2020,Martes,16:45,Tarde,Norte,RUPERTO CHAPI,CHOQUE MOBILIARIO URBANO SEÑAL,CONSTITUCION,
15S,444320,4486942,-3.65742016,40.53134834,15/07/2020,2020,Miércoles,4:00,Noche,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,GRANJA,30
15S,445138,4485679,-3.647653,40.52002527,19/07/2020,2020,Domingo,14:05,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,BEGONIA,12
15S,444578,4488048,-3.65447106,40.5413289,21/07/2020,2020,Martes,0:30,Noche,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,DR SEVERO OCHOA,43
15S,446428,4488023,-3.63262383,40.54122537,26/07/2020,2020,Domingo,7:40,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,FELIPE ALVAREZ GADEA,
15S,446843,4487669,-3.62769367,40.53806311,31/07/2020,2020,Viernes,2:35,Noche,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,OLIMPICA,4
15S,446554,4488395,-3.63116745,40.54458463,09/08/2020,2020,Domingo,14:12,Mañana,Centro,NTRA SRA DEL PILAR,CHOQUE MOBILIARIO URBANO SEÑAL,"ESPAÑA, AVDA",
15S,445978,4488063,-3.63794092,40.54155649,09/08/2020,2020,Domingo,9:10,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,ISLAS FIDJI,
15S,445413,4488665,-3.64466454,40.5469425,17/08/2020,2020,Lunes,12:20,Mañana,Norte,MIGUEL HERNANDEZ,CHOQUE MOBILIARIO URBANO SEÑAL,CONSTITUCION,
15S,445381,4486119,-3.64482251,40.52400502,17/08/2020,2020,Lunes,1:13,Noche,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,JAZMIN,2
15S,445675,4487333,-3.64145608,40.53496055,22/08/2020,2020,Sábado,18:40,Tarde,Otros,"FUENCARRAL, CTRA",CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",
15S,445700,4487404,-3.641167,40.53560178,23/08/2020,2020,Domingo,22:10,Tarde,Empresarial,"AMURA, HOTEL",CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",1
15S,446350,4487827,-3.63352823,40.53945467,27/08/2020,2020,Jueves,14:05,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,REAL VIEJA,7
15S,445158,4488987,-3.64770382,40.54982635,09/09/2020,2020,Miércoles,1:45,Noche,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,MANUEL DE FALLA,30
15S,445339,4489165,-3.64558167,40.55144181,12/09/2020,2020,Sábado,4:45,Noche,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,MANUEL DE FALLA,20
15S,445218,4485572,-3.64669939,40.51906666,17/09/2020,2020,Jueves,17:40,Tarde,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,DALIA,11
15S,447285,4487406,-3.62245276,40.53572213,17/09/2020,2020,Jueves,11:20,Mañana,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,TRANSICION ESPAÑOLA,
15S,445445,4488323,-3.64425713,40.54386374,19/09/2020,2020,Sábado,0:01,Noche,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,"ESPAÑA, AVDA",1
15S,446381,4487859,-3.6331649,40.53974495,25/09/2020,2020,Viernes,10:45,Mañana,Centro,,CHOQUE MOBILIARIO URBANO SEÑAL,AFLIGIDOS,1
15S,446795,4486637,-3.6281736,40.52876334,25/09/2020,2020,Viernes,23:00,Tarde,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,CAMINO ANCHO,84
15S,448088,4487646,-3.61299126,40.53793485,27/09/2020,2020,Domingo,22:17,Tarde,Urbanizaciones,RAFAEL NADAL,CHOQUE MOBILIARIO URBANO SEÑAL,FERNANDO ALONSO,
15S,444857,4485465,-3.6509514,40.51807884,29/09/2020,2020,Martes,4:00,Noche,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,YUCA,2
15S,445860,4486191,-3.63917402,40.52468504,30/09/2020,2020,Miércoles,22:30,Noche,Urbanizaciones,,CHOQUE MOBILIARIO URBANO SEÑAL,BEGONIA,277
15S,444659,4488640,-3.65356644,40.54666727,23/10/2020,2020,Viernes,13:00,Mañana,Norte,,CHOQUE MOBILIARIO URBANO SEÑAL,MARQUES DE LA VALDAVIA,107
15S,445204,4487778,-3.64705576,40.53893827,28/10/2020,2020,Miércoles,13:38,Mañana,Empresarial,,CHOQUE MOBILIARIO URBANO SEÑAL,"VALDELAPARRA, AVDA.",27
